x, y
0.000023014959723820482, 9408602.150537634
0.0003912543153049482, 15860215.05376344
0.0006904487917146144, 24462365.591397848
0.0009666283084004603, 31182795.698924728
0.0013118527042577674, 38172043.010752685
0.0017031070195627157, 44892473.11827957
0.0020713463751438435, 49193548.38709677
0.002485615650172612, 53225806.4516129
0.0029919447640966625, 56989247.31182795
0.0034752589182968927, 59677419.35483871
0.004004602991944764, 61827956.98924731
0.004510932105868814, 63172043.010752685
0.00524741081703107, 64516129.03225806
0.0058918296892980435, 65053763.44086021
0.0066052934407364785, 65860215.053763434
0.007387802071346375, 65860215.053763434
0.008377445339470655, 65860215.053763434
0.009344073647871116, 65053763.44086021
0.010425776754890679, 64784946.23655914
0.01143843498273878, 63978494.62365591
0.012704257767548906, 63172043.010752685
0.014039125431530495, 62096774.19354838
0.015397008055235903, 61559139.78494623
0.016593785960874567, 60752688.17204301
0.01767548906789413, 60215053.763440855
0.018941311852704257, 59139784.94623656
0.02002301495972382, 58602150.5376344
