x, y
-0.000023014959723820482, 0
0.0002531645569620253, 6989247.311827957
0.0005753739930955121, 15860215.05376344
0.0009896432681242807, 24193548.387096774
0.0012658227848101266, 30107526.881720427
0.0015880322209436133, 36021505.376344085
0.0019102416570771, 40053763.44086021
0.002278481012658228, 43279569.89247312
0.0026006904487917144, 43279569.89247312
0.002968929804372842, 43279569.89247312
0.003291139240506329, 42204301.07526881
0.0036363636363636364, 40860215.05376344
0.0039355581127733024, 40053763.44086021
0.0042347525891829685, 38440860.21505376
0.004464902186421173, 36559139.78494623
0.004810126582278481, 35215053.763440855
0.005201380897583429, 34139784.94623656
0.005638665132336018, 32526881.720430106
0.0060759493670886075, 31451612.903225806
0.006582278481012658, 31182795.698924728
0.0070195627157652474, 30645161.29032258
0.007272727272727273, 30645161.29032258
0.007594936708860759, 29301075.2688172
0.007940161104718067, 29032258.064516127
0.008285385500575374, 28494623.655913975
0.008699654775604143, 28225806.4516129
0.009113924050632912, 27419354.838709675
0.009597238204833141, 27150537.6344086
0.00996547756041427, 26612903.22580645
0.010448791714614498, 26612903.22580645
0.010863060989643267, 25537634.40860215
0.011323360184119677, 25537634.40860215
0.011783659378596087, 24462365.591397848
0.012197928653624856, 24462365.591397848
0.012589182968929804, 24731182.795698922
0.013233601841196777, 23655913.97849462
0.013716915995397008, 23655913.97849462
0.014085155350978136, 23655913.97849462
0.014407364787111621, 22580645.16129032
0.01477560414269275, 22580645.16129032
0.01525891829689298, 22580645.16129032
0.01574223245109321, 22311827.956989247
0.01624856156501726, 21774193.548387095
0.016708860759493672, 21774193.548387095
0.017215189873417722, 21236559.139784943
0.01765247410817031, 21505376.34408602
0.018204833141542, 20698924.731182795
0.018780207134637513, 20698924.731182795
0.019401611047180668, 20430107.52688172
0.02, 20161290.322580643
