x, y
0.000023014959723820482, 0
0.00023014959723820482, 7526881.720430107
0.00048331415420023015, 14247311.827956988
0.0008285385500575374, 21774193.548387095
0.001334867663981588, 31989247.311827954
0.0017491369390103565, 38172043.010752685
0.0023014959723820483, 43817204.301075265
0.002715765247410817, 46774193.548387095
0.003245109321058688, 47311827.95698924
0.0036593785960874568, 47311827.95698924
0.004027617951668584, 45967741.935483865
0.004487917146144994, 45430107.52688172
0.004741081703107019, 41935483.87096774
0.005040276179516686, 37903225.80645161
0.005454545454545454, 39247311.82795699
0.005845799769850403, 39247311.82795699
0.006144994246260069, 38978494.623655915
0.006398158803222094, 37096774.19354838
0.006766398158803222, 37365591.39784946
0.0070195627157652474, 37365591.39784946
0.0073187571921749135, 35215053.763440855
0.00766398158803222, 35483870.96774194
0.007986191024165708, 36290322.58064516
0.008285385500575374, 33333333.333333332
0.008653624856156502, 34408602.15053763
0.008998849252013809, 34946236.55913978
0.009228998849252013, 32526881.720430106
0.009597238204833141, 33602150.53763441
0.009896432681242807, 34139784.94623656
0.010264672036823935, 31451612.903225806
0.010586881472957423, 30376344.086021505
0.011093210586881473, 31451612.903225806
0.011622554660529343, 32526881.720430106
0.01194476409666283, 29301075.2688172
0.012520138089758343, 30376344.086021505
0.012842347525891829, 27688172.043010753
0.013210586881472957, 29301075.2688172
0.01378596087456847, 25537634.40860215
0.01431530494821634, 27150537.6344086
0.014729574223245109, 27150537.6344086
0.014867663981588031, 25537634.40860215
0.01532796317606444, 26612903.22580645
0.01574223245109321, 27419354.838709675
0.016064441887226697, 24731182.795698922
0.016409666283084004, 26344086.021505374
0.016593785960874567, 24462365.591397848
0.017008055235903336, 25537634.40860215
0.017330264672036823, 21505376.34408602
0.01767548906789413, 23118279.569892474
0.017928653624856156, 24462365.591397848
0.01818181818181818, 21774193.548387095
0.01861910241657077, 24193548.387096774
0.018964326812428076, 24731182.795698922
0.019424626006904488, 24193548.387096774
0.019769850402761795, 21774193.548387095
0.02002301495972382, 22580645.16129032
