x, y
0.000023014959723820482, -268817.20430107525
0.00023014959723820482, 7526881.720430107
0.0005293440736478711, 14247311.827956988
0.0007825086306098965, 21236559.139784943
0.0010817031070195627, 27688172.043010753
0.0014039125431530494, 34139784.94623656
0.0017491369390103565, 39247311.82795699
0.002094361334867664, 43010752.68817204
0.002485615650172612, 47311827.95698924
0.003060989643268124, 52150537.6344086
0.003521288837744534, 54838709.67741935
0.003981588032220943, 57795698.92473118
0.004533947065592635, 59946236.55913978
0.005109321058688147, 61827956.98924731
0.005684695051783659, 62634408.60215054
0.00621403912543153, 63978494.62365591
0.0067894131185270426, 63978494.62365591
0.007479861910241656, 65053763.44086021
0.00807825086306099, 64516129.03225806
0.008561565017261219, 64784946.23655914
0.009182968929804372, 65053763.44086021
0.009666283084004603, 64784946.23655914
0.010195627157652473, 63978494.62365591
0.010678941311852704, 63709677.41935483
0.011346375143843498, 63172043.010752685
0.012013808975834291, 62903225.80645161
0.012635212888377444, 62634408.60215054
0.013233601841196777, 62634408.60215054
0.013947065592635212, 62096774.19354838
0.014568469505178365, 61559139.78494623
0.015212888377445338, 61559139.78494623
0.015972382048331416, 60752688.17204301
0.01677790563866513, 60215053.763440855
0.01760644418872267, 60215053.763440855
0.018665132336018412, 59139784.94623656
0.02002301495972382, 58064516.129032254
