x, y
0.000046029919447640965, -268817.20430107525
0.0002761795166858458, 8870967.741935484
0.0007134637514384349, 18817204.30107527
0.0011277330264672035, 28225806.4516129
0.0015880322209436133, 35483870.96774194
0.0019102416570771, 40860215.05376344
0.0023935558112773304, 45161290.32258064
0.0028308400460299193, 47849462.36559139
0.0033601841196777902, 49731182.79569892
0.0038665132336018412, 50268817.204301074
0.004349827387802071, 50806451.61290322
0.004925201380897583, 49731182.79569892
0.005431530494821634, 49193548.38709677
0.006029919447640967, 47849462.36559139
0.0067203682393555805, 46236559.13978495
0.007571921749136939, 45430107.52688172
0.008331415420023015, 43817204.301075265
0.009252013808975834, 43817204.301075265
0.010080552359033372, 41935483.87096774
0.010909090909090908, 41129032.258064516
0.01192174913693901, 41129032.258064516
0.01293440736478711, 40053763.44086021
0.01380897583429229, 39247311.82795699
0.015074798619102416, 38440860.21505376
0.016409666283084004, 38172043.010752685
0.017537399309551206, 37096774.19354838
0.018342922899884925, 36290322.58064516
0.019309551208285383, 36290322.58064516
0.02004602991944764, 36021505.376344085
