x, y
0, 0
0.000013568521031207599, -8703427.719821163
-0.00014925373134328358, -10253353.204172876
-0.000271370420624152, -12399403.87481371
-0.00039348710990502034, -15022354.694485841
-0.0005156037991858888, -17049180.327868853
-0.0006648575305291724, -20149031.29657228
-0.0007734056987788331, -23129657.22801788
-0.0009226594301221167, -26587183.308494784
-0.001085481682496608, -29329359.165424738
-0.0012618724559023066, -32309985.09687034
-0.0014654002713704207, -35409836.06557377
-0.0016824966078697423, -38390461.99701937
-0.001858887381275441, -40774962.742175855
-0.002021709633649932, -43278688.524590164
-0.0023202170963364994, -46020864.381520115
-0.0026051560379918588, -48882265.27570789
-0.002903663500678426, -51147540.983606555
-0.003175033921302578, -53532041.72876304
-0.0034599728629579377, -55916542.47391952
-0.0037584803256445047, -57466467.958271235
-0.004002713704206242, -58777943.3681073
-0.004369063772048847, -60327868.85245901
-0.00480325644504749, -61758569.2995529
-0.005156037991858887, -63308494.78390462
-0.005468113975576662, -64262295.08196721
-0.00582089552238806, -64739195.23099851
-0.006241519674355495, -65216095.380029805
-0.006811397557666215, -65692995.5290611
-0.007354138398914518, -66050670.64083457
-0.008005427408412483, -66169895.6780924
-0.008507462686567165, -66050670.64083457
-0.009104477611940298, -66527570.78986587
-0.009592944369063772, -66050670.64083457
-0.009972862957937586, -66050670.64083457
-0.010325644504748982, -66169895.6780924
