x, y
0.000023014959723820482, 0
0.00032220943613348675, 10752688.17204301
0.000621403912543153, 16666666.666666666
0.0008745684695051783, 22580645.16129032
0.0011277330264672035, 28494623.655913975
0.0014959723820483313, 35483870.96774194
0.0019792865362485614, 41129032.258064516
0.002347525891829689, 45967741.935483865
0.0027617951668584577, 49731182.79569892
0.0032681242807825086, 52956989.24731182
0.0036593785960874568, 55913978.49462365
0.004188722669735328, 56989247.31182795
0.004602991944764097, 57795698.92473118
0.005109321058688147, 57795698.92473118
0.005638665132336018, 57258064.51612903
0.006098964326812428, 57258064.51612903
0.006513233601841197, 56989247.31182795
0.006973532796317606, 55913978.49462365
0.007479861910241656, 55107526.88172042
0.007917146144994246, 54032258.06451613
0.008377445339470655, 53763440.86021505
0.008883774453394706, 54032258.06451613
0.009252013808975834, 53763440.86021505
0.009689298043728423, 52688172.04301075
0.01005753739930955, 51881720.43010753
0.010402761795166858, 51075268.8172043
0.010747986191024165, 50806451.61290322
0.011162255466052933, 50268817.204301074
0.011599539700805524, 50268817.204301074
0.012197928653624856, 49731182.79569892
0.012612197928653625, 48387096.77419355
0.013026467203682394, 48118279.56989247
0.013440736478711161, 47849462.36559139
0.01385500575373993, 47849462.36559139
0.01424626006904488, 47311827.95698924
0.014706559263521287, 46236559.13978495
0.015166858457997697, 45430107.52688172
0.01562715765247411, 45430107.52688172
0.01613348676639816, 45430107.52688172
0.01663981588032221, 45430107.52688172
0.016985040276179517, 44086021.50537634
0.017422324510932105, 43817204.301075265
0.017859608745684694, 43817204.301075265
0.018434982738780206, 42473118.27956989
0.01903337169159954, 42204301.07526881
0.019447640966628307, 41397849.46236559
0.02006904487917146, 40860215.05376344
